Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Creator,Creator Id,Last Viewed,Resolved,Custom field (Resolved At),Time Spent,Custom field (Bug Category),Custom field (Business Domain),Custom field (Last Comment),Description
Bug,TSTAUTO-27939,247748,"APAC_AUBEGA_Error ""Undefined Error has occured"" is displayed ",Viji Harikrishnan (DHL IT Services),63ce29fa16dfc2b1fbc9c84e,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,High,Done,Done,7/31/2025 11:29,8/4/2025 8:23,3/29/2023 0:00,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,,8/4/2025 8:23,,,Functional,AUBEGA,,"h2. Environment URL

||*Project Name*||*Environment URL*||
|APAC AUBEGA OTM|[https://dscotmapac01test.dhl.com|https://dscotmapac01test.dhl.com/]|

h2. Browser Version

Chrome

Environment - TEST

h2. Test User Account

Username:- otm.otm@dhl.com

h2. Issue Description

Error ""Undefined Error has occured"" is displayed

h4. Steps to Reproduce

 Login to OTM as ""TaasOTMuser"" using SSO with Domain ""AUBEGA""

Create ""EDI_MultipleOrder_Buy Shipment"" xml using template ""LA_CP14_ORMS13022024003_AUBEGA_7.xml"" with prefix ""TAAS_TEST_INT""
Order Release ID 1 : TAAS_TEST_INT-20250807063939-02
Order Release ID 2 : TAAS_TEST_INT-20250807063939-03
Buy Shipment ID : TAAS_TEST_INT_SHP_20250807063939
      And Navigate to ""Integration Manager""

      And Upload data xml

      And Navigate to ""Transmission Manager""

      Then Verify the transmission status is ""PROCESSED""

    Switch role to ""IT_SUPPORT""

Navigate to ""All Orders""

Verify all orders are displayed in All Orders Page
And Navigate to ""All Buy Shipments""
And Search the Shipment in All Buy Shipment Finder screen
And Navigate to ""Manual Buy Shipment""
And Search the Shipment in Manual Buy Shipment Finder screen
And Update Power Unit ID and Driver ID with Driver Contact ID ""DHLSC_SOLUTION""
And Accept Tender for AUBEGA
And Navigate to ""All Buy Shipments""
And Search the Shipment in All Buy Shipment Finder screen
And Verify the Shipment details as ""Status"" is ""SHIPMENT_STATUS-TENDERED""
And Get the Stop Details
And Add shipment Tracking Events for AUBEGA with location name

|ResponsibleParty|Status|StatusCode|Shipment Stop|
|SUPER_USER|SHIPMENT_EVENTS|PICKUP - COMPLETED|1|

And Add shipment Tracking Events for AUBEGA with location name

|ResponsibleParty|Status|StatusCode|Shipment Stop|
|SUPER_USER|SHIPMENT_EVENTS|DELIVERY - COMPLETED|2|

And Add shipment Tracking Events for AUBEGA with location name

|ResponsibleParty|Status|StatusCode|Shipment Stop|
|SUPER_USER|SHIPMENT_EVENTS|JOB - COMPLETE|3|

And Verify the Accessorial code in Financial tab as ""FUEL_SURCHARGE""

And Verify the Accessorial code in Financial tab as ""DEMURRAGE""
And Verify the Shipment details as ""Status"" is ""SHIPMENT_STATUS-DELIVERED""
Then Verify the shipment cost lines are updated with Tracking Number as Order Release ID
And Navigate to ""Uncost Buy Shipment""
And Search the shipment in Uncost Buy Shipment Page
Then Verify the shipment cost lines are updated with Tracking Number as Order Release ID
And Click Approve Buy Shipment Cost button
And Navigate to ""Approved Buy Shipment""
And Search the Shipment in Approved Buy Shipment Finder screen
Then Verify the Shipment details as ""Status"" is ""SHIPMENT_STATUS-COST_APPROVED""
And Navigate to ""Pending Invoice""
And Search the invoice using ""BuyShipmentID"" in Review Invoice Finder Page and Verify ""No data was returned"" displayed
And Navigate to ""CP14 Order Release""
Then Verify all orders are displayed in All Orders Page orders T*AAS_TEST_INT-20250807063939-02,TAAS_TEST_INT-20250807063939-03*
And Create Multi-stop Sell shipment
  

  

h2. Expected Result

Multi stop shipment should be created

h2. Actual Result

 Error ""Undefined Error has occured"" is displayed

*Test Data:* 

*orders TAAS_TEST_INT-20250807063939-02,TAAS_TEST_INT-20250807063939-03*

 

 

*Note: Attached automation result*

[https://dhl.atlassian.net/wiki/download/attachments/316581280/TSTAUTO-27932_2025-07-31_060716.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316581280/TSTAUTO-27932_2025-07-31_060716.html?api=v2]

*Issue 2:*  When creating Shipment using Show Routing Options same error is displayed. 

*Order created : TAAS_TEST_MAN_20250731051656258*

 

!image-2025-07-31-14-12-48-679.png|width=200,height=183!

 

 

 

 

 "
Bug,TSTAUTO-27931,238375,EU01_GALLP_Three orders expected to be planned into 1 shipment with stop type 3 P and 1 D,Jhanani J (DHL IT Services),712020:8c0fa7d7-0aa7-48d0-b89b-c21a72239312,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Medium,Done,Done,7/31/2025 9:45,8/19/2025 14:11,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,8/19/2025 14:11,,,Data,GALLP,,"*Environment* - TEST

Environment URL  [https://dscotmeu01test.dhl.com/|https://dscotmuk01test.dhl.com/]

Test User Account  Username:- [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

Steps to Reproduce:

    Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""GALLP""
    Then Create xml using template ""Template_GALLP-031_OrderRelease1.xml"" with prefix ""GA""
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    Given Create xml using template ""Template_GALLP-031_OrderRelease2.xml"" with prefix ""GA""
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    Given Create xml using template ""Template_GALLP-031_OrderRelease3.xml"" with prefix ""GA""
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    And Switch role to ""PLANNER_ROLE""
    Then Navigate to ""All Orders""
    And Verify multiple order is displayed in order release
    And Plan shipment through Bulk Plan with ParameterSetId as ""MR_PARAMETER_SET""
    And Get the shipmentID
    Then Navigate to ""All Shipments""
    And Verify shipment is created
    Then Verify the Shipment details as ""Indicator"" is ""White""
    Then Verify the Shipment stop details
      | Stop Number | Stop Type | Location Name            |
      | 1           | P         | KASKO SPOL. S. R.O.      |
      | 2           | P         | KOVOPLAST V.D.           |
      | 3           | P         | GREINER ASSISTEC S.R.O.  |
      | 4           | D         | GRUPO ANTOLIN-BRATISLAVA |

 

*Expected  Result* : expected 3 P and 1 D

*Actual Result* : expected 2 P and 1 D

*Test data* : Shipment ID 100022414

*Test Report* : [https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27907_2025-07-30_160751.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27907_2025-07-30_160751.html?api=v2]

*No of testcase affected* : 1"
Bug,TSTAUTO-27930,246637,EU01_GALLP_Expected Shipment Rate Cost Details are not displayed,Jhanani J (DHL IT Services),712020:8c0fa7d7-0aa7-48d0-b89b-c21a72239312,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Medium,Done,Done,7/31/2025 9:34,8/19/2025 8:22,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,8/19/2025 8:22,,,Configuration,GALLP,,"*Environment* - TEST

Environment URL  [https://dscotmeu01test.dhl.com/|https://dscotmuk01test.dhl.com/]

Test User Account  Username:- [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

Steps to Reproduce:

Given Create xml using template ""Template_GALLP_26_3_Order_rates_WR_1SU_35302_98185.xml"" with prefix ""DOP-GA""
    Then Login to OTM as ""TaasOTMuser"" using SSO with Domain ""GALLP""
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""Transmission Manager""
    And Verify the transmission status is ""Processed""
    And Switch role to ""PLANNER_ROLE""
    Then Navigate to ""All Orders""
    And Verify the order is displayed in order release
    Then Create Shipment using Show Routing Options
    Then Navigate to ""All Shipments""
    And Search the shipment in Shipments page
    Then Verify Shipment Rate Cost Details
      | fieldName         | expectedValue                         |
      | Rate Offering     | 1062045_LTL_P_35302_98185_20991231_RO |
      | Rate Record       | 1062045_LTL_P_35302_98185_20991231_RR |
      | Total Actual Cost | 180.00 EUR                            |

 

*Expected  Result* :

|fieldName        |expectedValue                        |
|Rate Offering    |1062045_LTL_P_35302_98185_20991231_RO|
|Rate Record      |1062045_LTL_P_35302_98185_20991231_RR|
|Total Actual Cost|180.00 EUR                            |

*Actual Result* : Expected Shipment Rate Cost Details are not displayed

expected [1062045_LTL_P_35302_98185_20991231_RO] but found [1062045_FTL_S_SIB_006_MR_20220529_RO]

*Test data* : Shipment ID 100022410

*Test Report* : [https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27907_2025-07-30_160751.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27907_2025-07-30_160751.html?api=v2]

*No of testcase affected* : 3"
Bug,TSTAUTO-27928,245950,APAC_AUBEGA_Sell Shipment Indicator is 'Y' instead of 'G',Viji Harikrishnan (DHL IT Services),63ce29fa16dfc2b1fbc9c84e,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,High,Done,Done,7/31/2025 9:09,8/8/2025 15:11,3/29/2023 0:00,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,,8/8/2025 15:11,,,Functional,AUBEGA,,"h2. Environment URL

||*Project Name*||*Environment URL*||
|APAC AUBEGA OTM|[https://dscotmapac01test.dhl.com|https://dscotmapac01test.dhl.com/]|

h2. Browser Version

Chrome

Environment - TEST

h2. Test User Account

Username:- otm.otm@dhl.com

h2. Issue Description

Sell Shipment Indicator is 'Y' instead of 'G'

h4. Steps to Reproduce

 Login to OTM as ""TaasOTMuser"" using SSO with Domain ""AUBEGA""

  Create ""EDI_Order_Buy_Sell Shipment"" xml using template ""CS_ORMS15022024002 -AUBEGA_4.xml"" with prefix ""TAAS_TEST_INT""
*Order Release ID : TAAS_TEST_INT-20250806135305*
*Buy Shipment ID : TAAS_TEST_INT_SHP_20250806135305*
*Sell Shipment ID : TAAS_TEST_INT_SHP_20250806135305-SELL*

      And Navigate to ""Integration Manager""

      And Upload data xml

      And Navigate to ""Transmission Manager""

      Then Verify the transmission status is ""PROCESSED""

    And Switch role to ""IT_SUPPORT""

      And Navigate to ""All Orders""

      Then Verify all orders are displayed in All Orders Page

      And Navigate to ""All Buy Shipments""

      And Search the Shipment in All Buy Shipment Finder screen

    And Navigate to ""Manual Buy Shipment""

    And Search the Shipment in Manual Buy Shipment Finder screen

      And Update Power Unit ID and Driver ID with Driver Contact ID ""DHLSC_SOLUTION""

      And Accept Tender for AUBEGA

      And Navigate to ""All Buy Shipments""

      And Search the Shipment in All Buy Shipment Finder screen

      And Verify the Shipment details as ""Status"" is ""SHIPMENT_STATUS-TENDERED""

      And Get the Stop Details

      And Add shipment Tracking Events for AUBEGA with location name

        | ResponsibleParty | Status          | StatusCode         | Shipment Stop |

        | SUPER_USER       | SHIPMENT_EVENTS | PICKUP - COMPLETED | 1             |

      And Add shipment Tracking Events for AUBEGA with location name

        | ResponsibleParty | Status          | StatusCode           | Shipment Stop |

        | SUPER_USER       | SHIPMENT_EVENTS | DELIVERY - COMPLETED | 2             |

      And Add shipment Tracking Events for AUBEGA with location name

        | ResponsibleParty | Status          | StatusCode     | Shipment Stop |

        | SUPER_USER       | SHIPMENT_EVENTS | JOB - COMPLETE | 3             |

      And Verify the Accessorial code in Financial tab as ""FUEL_SURCHARGE""

      And Verify the Accessorial code in Financial tab as ""DEMURRAGE""

      And Verify the Shipment details as ""Status"" is ""SHIPMENT_STATUS-DELIVERED""

      Then Verify the shipment cost lines are updated with Tracking Number as Order Release ID

      And Navigate to ""Uncost Buy Shipment""

      And Search the shipment in Uncost Buy Shipment Page

      Then Verify the shipment cost lines are updated with Tracking Number as Order Release ID

      And Click Approve Buy Shipment Cost button

      And Navigate to ""Approved Buy Shipment""

      And Search the Shipment in Approved Buy Shipment Finder screen

      Then Verify the Shipment details as ""Status"" is ""SHIPMENT_STATUS-COST_APPROVED""

     And Verify the Invoice is generated Invoice ID *AUBEGA.BI-20250730-0002*

      Verify the below reference in Invoice

|fieldName|expectedValue|
|GL_COST_PL|AUM430.44812.112336.382.41011.C10.70.000000.00|

    And Navigate to ""CP14 Order Release""

Navigate to ""Pending Invoice""

search and Approve the Invoice in Review Invoice Page

    And Navigate to ""All Sell Shipments""

    And Search the Shipment in Sell Shipment Finder screen Shipment *TAAS_TEST_INT_SHP_20250806135305-SELL*

    Then Verify the Shipment details as ""Indicator"" is ""Green""

   

h2. Expected Result

 Shipment ""Indicator"" should be ""Green""

h2. Actual Result

 Shipment ""Indicator"" is ""yellow""

*Test Data:* 

 

*Sell Shipment ID:* *TAAS_TEST_INT_SHP_20250806135305-SELL*{*}{*}

!image-2025-07-31-11-46-54-303.png|width=200,height=183!

 

*Note: Attached automation result*

[https://dhl.atlassian.net/wiki/download/attachments/316581280/TSTAUTO-27899_2025-07-30_140733.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316581280/TSTAUTO-27899_2025-07-30_140733.html?api=v2]{*}{{*}}

 

 

 

 

 "
Bug,TSTAUTO-27904,238373,EU01_GALLP_Error thrown while uploading Master data file 07_LOCATION.csv,,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,Medium,Done,Done,7/30/2025 18:39,8/4/2025 18:09,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,8/4/2025 18:09,,,Data,GALLP,,"*Environment* - TEST

Environment URL  [https://dscotmeu01test.dhl.com/|https://dscotmuk01test.dhl.com/]

Test User Account  Username:- [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

Steps to Reproduce:

* Then Login to OTM as ""TaasOTMuser"" using SSO with Domain ""GALLP""
* And Navigate to ""Integration Manager""
* Then Upload csv files ""MasterData""

 

*Expected  Result* : Error shouldn't be thrown upon uploading the csv files

*Actual Result* : Error thrown upon uploading the csv file (07_LOCATION.csv)

*Test Report* : [https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27737_2025-07-29_000738.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27737_2025-07-29_000738.html?api=v2]

*Impacted GT* : [GALLP-001|https://dhl.atlassian.net/wiki/download/attachments/316580501/TSTAUTO-27737_2025-07-29_000738.html?api=v2]

*No of testcase affected* : 1

 

!image-2024-12-18-18-46-42-078.png|width=200,height=183!

 "
Bug,TSTAUTO-27888,248906,LT01_COPLAN_Unable to add license plate for shipment ,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,Done,Done,7/30/2025 16:11,8/18/2025 13:30,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,8/18/2025 13:30,,,Data,Coplan,,"1) Switch to 'COL_SUPER_USER_ENGLISH' role
2) Navigate to 'Buy Shipment'
3) Search for shipment '1009480'
4) Double click on License plate number and filter Equipment with follow parameters,
a) Equipment Type id = ""CARRY""
b) Color = Green
c) RNDC Status = VEH_RNDC_SUCCESS
5) Select any equipment and click on Finish
6) Click on Save

Actual : 
License plate is not saved 

 !screenshot-1.png|thumbnail! "
Bug,TSTAUTO-27887,251428,APAC_AUNWP_Consignment Number not found in Sell Shipment,Viji Harikrishnan (DHL IT Services),63ce29fa16dfc2b1fbc9c84e,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,High,Done,Done,7/30/2025 16:08,7/31/2025 14:42,3/29/2023 0:00,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,,7/31/2025 14:42,,,Functional,AUNWP,,"h2. Environment URL

||*Project Name*||*Environment URL*||
|APAC AUNWP OTM|[https://dscotmapac01test.dhl.com|https://dscotmapac01test.dhl.com/]|

h2. Browser Version

Chrome

Environment - TEST

h2. Test User Account

Username:- otm.otm@dhl.com

h2. Issue Description

Consignment number not found in Sell shipment

*Test Data: Order No #  AUTO-20241113131129348*

h4. Steps to Reproduce

Then Create xml using template ""Order_External_NEW.xml"" with prefix ""AUTO"" and below values

|fieldName|Values|
|Days|20|

 # Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""AUNWP""

#     Then Navigate to ""Integration Manager""
#     And Upload OrderBase xml
#     And Switch role to ""IT_SUPPORT""
#     Then Navigate to ""Transmission Manager""
#     And Verify the transmission status is ""Processed""
#     Then Navigate to ""Order Base""
#     Then Search Consignment Number in order base  *Order ID is AUTO-20250730125834115*
# Then Verify the Order details as ""Indicator"" is ""Green""
#     Then Navigate to ""Order Release""
#     Then Search Consignment Number in order Release
# Then Verify the Order details as ""Indicator"" is ""Green""
#     Then Navigate to ""Buy Shipment""
#     Then Search Consignment Number in Buy Shipment
#     Then Navigate to ""Sell Shipment""
#     Then Search Consignment Number in Sell Shipment
   

*Test data : Order ID is AUTO-20250730125834115*

+*Expected Result*+

 Consignment number should be found in Sell shipment

+*Actual Result*+

Consignment number not found in Sell shipment

[https://dhl.atlassian.net/wiki/download/attachments/316581944/TSTAUTO-27886_2025-07-30_130709.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316581944/TSTAUTO-27886_2025-07-30_130709.html?api=v2]

 

!image-2025-07-30-18-41-56-601.png|width=200,height=183!"
Bug,TSTAUTO-27869,245946,LP02_AIRBUSDIGTRA_Secure resource not performed,Prasanth S (DHL IT Services),712020:74f878a2-b44b-4a02-b1b7-54fcb643ffcf,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,Highest,Done,Done,7/30/2025 14:22,8/20/2025 16:31,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,,8/20/2025 10:28,,,Configuration,AIRBUSDIGITAL,,"*Environment:* Test

*url :* [https://dscotmlp02test.dhl.com/|https://dscotmlp02test.dhl.com/]

*Login Credentails:*
otm.otm@dhl.com

*Domain :* AIRUBS

*Steps to reproduce:*

    Given Create xml using template ""Create_TR_AIRBUS_32_1_Template.xml"" with prefix ""TOP""
    Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""AIRBUS""
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""TRANSMISSION MANAGER""
    And Verify the transmission status is ""Processed""
    Then Switch role to ""PLANNER_ROLE""
    And search order in ""All TRs""
    Then Verify the order is displayed in ""All TRs""
    And Verify the below for ""Order Release""
      | Field Name | Field Value |
      | TR Status | New |
      | DOCS_HAZ | DOCS_HAZ_PENDING |
    Then Add Order Release Events for AIRBUS
      | ResponsibleParty | Status      | StatusCode  |
      | CONTROL TOWER    | DOCS_HAZ_OK | DOCS_HAZ_OK |
    Then Wait for the ""Order"" details as ""DOCS_HAZ"" is ""DOCS_HAZ_OK""
    And Do Plan the Shipment through Manual
      | TransportMode | ServiceProvider | EstimatedDays | EstimatedHours | EstimatedMinutes | EstimatedCost | Currency |
      | ROAD-FTL      | TEST_CARRIER    | 3             | 0              | 0                | 500           | EUR      |
    Then Navigate to ""All Shipments""
    And Search the shipment in Shipments page
    And Perform Secure Resources
    

*Expected:* Secure Resources need to be performed 

*Actual:* Secure Resources not performed and showing SQL Statement error

!image-2025-07-30-17-03-21-766.png|width=200,height=183!

 

*Automation test report link:* [AutomationTestReport|https://dhl.atlassian.net/wiki/download/attachments/316581922/TSTAUTO-27762_2025-07-29_060710.html?api=v2]

*Test id's list:*
[TSTAUTO-9158]
[TSTAUTO-9496]
[TSTAUTO-9503]
[TSTAUTO-9498]
[TSTAUTO-9497]
[TSTAUTO-9493]
[TSTAUTO-9162]
[TSTAUTO-9161]
[TSTAUTO-9152]
[TSTAUTO-9157]
[TSTAUTO-9156]
[TSTAUTO-9164]
[TSTAUTO-9500]
[TSTAUTO-10489]
[TSTAUTO-10488]
[TSTAUTO-10487]
[TSTAUTO-10481]
[TSTAUTO-9150]
[TSTAUTO-9559]
[TSTAUTO-9558]
[TSTAUTO-9557]
[TSTAUTO-9499]
[TSTAUTO-9492]
[TSTAUTO-12819]

[TSTAUTO-9153]

[TSTAUTO-10483]

[TSTAUTO-10482]

[TSTAUTO-12836]

[TSTAUTO-12844]

 "
Bug,TSTAUTO-27862,247736,APAC_AUNWP_Carrier not displayed while creating Order in Portal,Viji Harikrishnan (DHL IT Services),63ce29fa16dfc2b1fbc9c84e,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,High,Done,Done,7/30/2025 13:25,10/31/2025 12:34,3/29/2023 0:00,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,,10/31/2025 12:34,,,Functional,AUNWP,,"h2. Environment URL

||*Project Name*||*Environment URL*||
|APAC AUNWP OTM|[https://dscotmapac01test.dhl.com|https://dscotmapac01test.dhl.com/]|

h2. Browser Version

Chrome

Environment - TEST

h2. Test User Account

Username:- otm.otm@dhl.com

h2. Issue Description

Carrier selection is empty while creating order in Portal

h4. Steps to Reproduce

# Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""AUNWP""
#    Create Manual order in Portal
Customer :*CTL EVENT MANAGEMENT (C.TIDDY)*
Reciever :*QLD TEST, 1A BORONIA RD, BRISBANE AIRPORT, 4008, QLD, AU*
Pick Up :*CONCEPT CRAFT, 24 EGERTON ST, SILVERWATER, 2128, NSW, AU*
Time Slot :*Requires BookIn/Timeslot*
Services :*GENERAL*
Item code :*SKID*
Weight :*50*
Length :*20*
Width :*20*
Height :*10*
Quantity :*9*
Total Weight :*5000166951*
Total Weight :*00257*
Total Weight :*1003760638*
Billing Aggregation :*4291*
Services :*GENERAL*
#  Carrier selection is empty  
   

+*Expected Result*+

Carrier selection should be displayed

+*Actual Result*+

Carrier selection is empty

*Automation report :* 

[https://dhl.atlassian.net/wiki/download/attachments/316581944/TSTAUTO-27749_2025-07-29_030739.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316581944/TSTAUTO-27749_2025-07-29_030739.html?api=v2]

 

!image-2025-07-30-15-57-30-243.png|width=200,height=183!"
Bug,TSTAUTO-27855,244568,LT01_COPLAN_ Assign Manifesto Number menu is not displayed under Action  for shipment,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,Done,Done,7/30/2025 11:28,8/12/2025 10:38,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,8/12/2025 10:38,,,Configuration,Coplan,,"1) Switch to 'TAAS_SUPER_USER_ENGLISH' role
2) Navigate to 'Dispatch'
3) Search for shipment '1009456'
4) Click on Actions and verify if 'Assign Manifesto Number' is displayed

Actual : 
'Assign Manifesto Number' is not displayed under Action 


!screenshot-1.png|thumbnail! "
Bug,TSTAUTO-27836,234984,UK01_CFX_Shipment is not displayed in OM domain  after 'Recall shipment'  action,Varun Malhotra (DHL IT Services),712020:f9d9e835-655a-4f9a-be44-2d580e032383,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,High,Done,Done,7/30/2025 8:20,7/31/2025 16:15,3/29/2023 0:00,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,,7/31/2025 16:15,,,Configuration,CFX,,"*Environment* - TEST

Environment URL  [https://dscotmuk01test.dhl.com/|https://dscotmuk01test.dhl.com/]

Test User Account  Username:- [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

Steps to Reproduce:

#   And Login to OTM as ""TaasOTMuser"" using SSO with Domain ""DHL/SCE""
# And Navigate to ""Create Order Release""
# Create Manual Rapid Order Release in Create Order Release screen
""LateDeliveryDate=2"",
    ""Pickup Location=DHL_BRISTOL_BOOTS_BS35_4GG"",
    ""Delivery Location=DHL_BRISTOL_CONNECT_BS11_9YA"",
    ""TotalOrderKG=400"",
    ""Ship Unit Count=3"",
    ""Customer=MAPA"",
    ""AutoPlan=YES"",
#     And Navigate to ""Buy Shipments"" in CFX    And Search the Shipment using OrderReleaseID
#     And Edit Service Provider and Cost in CSD Planner role
Service Provider ID : *CFX_LIVERPOOL_ABWF_L11_0JA*
Cost : *600*
Currency: *GBP*
#     And Navigate to ""Buy Shipments"" in CFX     And Search the Shipment using OrderReleaseID
#     And Click ""Tender to Haulier"" Action
#     And Logout and change domain to ""DHL/FX""
#     And Navigate to ""Dashboard""    And Search the shipment in Load Finder page
#     And Click ""Accept Request for Load"" Action
#     And Navigate to ""Dashboard""    And Search the shipment in Load Finder page
#     Then Verify ""No data was returned"" displayed in Load Finder Page
#     And Logout and change domain to ""DHL/SCE""
#     And Navigate to ""Recall Shipment""  And Search the shipment in the Buy Shipment Finder page
#     And Click Recall Shipment button
#     And Navigate to ""Buy Shipments"" in CFX
#     And Search the shipment in Shipments page 
#   Then Verify the Shipment details as ""Recall Status"" is ""Recall Status Value""
#     And Logout and change domain to ""DHL/OM""
#     And Navigate to ""Buy Shipments"" in CFX
#     And Search the shipment in Shipments page
  

Expected Result: Shipment should be displayed

Actual Result: Got 'No data was returned' in buy shipment result page

Automation Report: 

[https://dhl.atlassian.net/wiki/download/attachments/316585279/TSTAUTO-27740_2025-07-29_000717.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585279/TSTAUTO-27740_2025-07-29_000717.html?api=v2]

 

Test Data : SCE-01061201

!image-2025-07-30-10-52-28-656.png|width=200,height=183!

 

 "
